RAM_usage,time
72.3,0.0
72.3,1.000035285949707
72.3,2.0000364780426025
72.3,3.0008983612060547
72.3,4.000903844833374
72.4,5.00151515007019
72.4,6.001535892486572
72.4,7.00206184387207
72.0,8.002068281173706
71.7,9.00304889678955
