RAM_usage,time
79.3,0.0010030269622802734
79.1,1.0017952919006348
79.1,2.002283811569214
79.1,3.0022900104522705
79.2,4.003216981887817
79.2,5.003222703933716
78.5,6.003785133361816
78.1,7.00412917137146
78.1,8.004775762557983
78.1,9.00485110282898
